Problem ID,Problem Name,Acceptance Rate,Difficulty
1828,Queries on Number of Points Inside a Circle,86.2,Medium
1829,Maximum XOR for Each Query,77.2,Medium
1830,Minimum Number of Operations to Make String Sorted,49.4,Hard
1831,Maximum Transaction Each Day,81.5,Medium
1832,Check if the Sentence Is Pangram,83.2,Easy
1833,Maximum Ice Cream Bars,73.8,Medium
1834,Single-Threaded CPU,45.5,Medium
1835,Find XOR Sum of All Pairs Bitwise AND,61.0,Hard
1836,Remove Duplicates From an Unsorted Linked List,71.8,Medium
1837,Sum of Digits in Base K,77.4,Easy
1838,Frequency of the Most Frequent Element,44.8,Medium
1839,Longest Substring Of All Vowels in Order,49.3,Medium
1840,Maximum Building Height,36.0,Hard
1841,League Statistics,53.3,Medium
1842,Next Palindrome Using Same Digits,53.3,Hard
1843,Suspicious Bank Accounts,44.6,Medium
1844,Replace All Digits with Characters,81.1,Easy
1845,Seat Reservation Manager,69.2,Medium
1846,Maximum Element After Decreasing and Rearranging,65.9,Medium
1847,Closest Room,37.7,Hard
1848,Minimum Distance to the Target Element,54.6,Easy
1849,Splitting a String Into Descending Consecutive Values,35.4,Medium
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,71.2,Medium
1851,Minimum Interval to Include Each Query,49.4,Hard
1852,Distinct Numbers in Each Subarray,71.3,Medium
1853,Convert Date Format,85.7,Easy
1854,Maximum Population Year,60.6,Easy
1855,Maximum Distance Between a Pair of Values,53.4,Medium
1856,Maximum Subarray Min-Product,38.0,Medium
1857,Largest Color Value in a Directed Graph,50.2,Hard
1858,Longest Word With All Prefixes,68.3,Medium
1859,Sorting the Sentence,83.1,Easy
1860,Incremental Memory Leak,72.0,Medium
1861,Rotating the Box,67.4,Medium
1862,Sum of Floored Pairs,28.7,Hard
1863,Sum of All Subset XOR Totals,87.8,Easy
1864,Minimum Number of Swaps to Make the Binary String Alternating,43.3,Medium
1865,Finding Pairs With a Certain Sum,50.9,Medium
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,57.1,Hard
1867,Orders With Maximum Quantity Above Average,70.9,Medium
1868,Product of Two Run-Length Encoded Arrays,58.4,Medium
1869,Longer Contiguous Segments of Ones than Zeros,61.0,Easy
1870,Minimum Speed to Arrive on Time,46.7,Medium
1871,Jump Game VII,24.9,Medium
1872,Stone Game VIII,52.9,Hard
1873,Calculate Special Bonus,57.6,Easy
1874,Minimize Product Sum of Two Arrays,89.3,Medium
1875,Group Employees of the Same Salary,67.9,Medium
1876,Substrings of Size Three with Distinct Characters,73.3,Easy
1877,Minimize Maximum Pair Sum in Array,81.4,Medium
1878,Get Biggest Three Rhombus Sums in a Grid,47.7,Medium
1879,Minimum XOR Sum of Two Arrays,47.2,Hard
1880,Check if Word Equals Summation of Two Words,74.1,Easy
1881,Maximum Value after Insertion,37.9,Medium
1882,Process Tasks Using Servers,40.1,Medium
1883,Minimum Skips to Arrive at Meeting On Time,37.8,Hard
1884,Egg Drop With 2 Eggs and N Floors,72.7,Medium
1885,Count Pairs in Two Arrays,61.0,Medium
1886,Determine Whether Matrix Can Be Obtained By Rotation,56.7,Easy
1887,Reduction Operations to Make the Array Elements Equal,73.0,Medium
1888,Minimum Number of Flips to Make the Binary String Alternating,39.9,Medium
1889,Minimum Space Wasted From Packaging,31.7,Hard
1890,The Latest Login in 2020,77.2,Easy
1891,Cutting Ribbons,49.5,Medium
1892,Page Recommendations II,43.2,Hard
1893,Check if All the Integers in a Range Are Covered,49.9,Easy
1894,Find the Student that Will Replace the Chalk,45.2,Medium
1895,Largest Magic Square,52.5,Medium
1896,Minimum Cost to Change the Final Value of Expression,54.1,Hard
1897,Redistribute Characters to Make All Strings Equal,67.4,Easy
1898,Maximum Number of Removable Characters,43.5,Medium
1899,Merge Triplets to Form Target Triplet,65.8,Medium
1900,The Earliest and Latest Rounds Where Players Compete,51.0,Hard
1901,Find a Peak Element II,51.2,Medium
1902,Depth of BST Given Insertion Order,44.7,Medium
1903,Largest Odd Number in String,63.1,Easy
1904,The Number of Full Rounds You Have Played,44.0,Medium
1905,Count Sub Islands,67.3,Medium
1906,Minimum Absolute Difference Queries,44.2,Medium
1907,Count Salary Categories,57.8,Medium
1908,Game of Nim,63.1,Medium
1909,Remove One Element to Make the Array Strictly Increasing,27.4,Easy
1910,Remove All Occurrences of a Substring,77.2,Medium
1911,Maximum Alternating Subsequence Sum,59.2,Medium
1912,Design Movie Rental System,36.3,Hard
1913,Maximum Product Difference Between Two Pairs,82.8,Easy
1914,Cyclically Rotating a Grid,49.4,Medium
1915,Number of Wonderful Substrings,67.2,Medium
1916,Count Ways to Build Rooms in an Ant Colony,48.6,Hard
1917,Leetcodify Friends Recommendations,26.6,Hard
1918,Kth Smallest Subarray Sum,52.6,Medium
1919,Leetcodify Similar Friends,41.5,Hard
1920,Build Array from Permutation,89.8,Easy
1921,Eliminate Maximum Number of Monsters,51.0,Medium
1922,Count Good Numbers,44.5,Medium
1923,Longest Common Subpath,28.1,Hard
1924,Erect the Fence II,51.5,Hard
1925,Count Square Sum Triples,67.8,Easy
1926,Nearest Exit from Entrance in Maze,46.6,Medium
1927,Sum Game,47.7,Medium
1928,Minimum Cost to Reach Destination in Time,37.9,Hard
1929,Concatenation of Array,89.8,Easy
1930,Unique Length-3 Palindromic Subsequences,66.0,Medium
1931,Painting a Grid With Three Different Colors,57.6,Hard
1932,Merge BSTs to Create Single BST,36.2,Hard
1933,Check if String Is Decomposable Into Value-Equal Substrings,50.6,Easy
1934,Confirmation Rate,57.5,Medium
1935,Maximum Number of Words You Can Type,73.1,Easy
1936,Add Minimum Number of Rungs,42.9,Medium
1937,Maximum Number of Points with Cost,35.7,Medium
1938,Maximum Genetic Difference Query,42.1,Hard
1939,Users That Actively Request Confirmation Messages,56.3,Easy
1940,Longest Common Subsequence Between Sorted Arrays,78.5,Medium
1941,Check if All Characters Have Equal Number of Occurrences,77.4,Easy
1942,The Number of the Smallest Unoccupied Chair,41.9,Medium
1943,Describe the Painting,49.6,Medium
1944,Number of Visible People in a Queue,69.6,Hard
1945,Sum of Digits of String After Convert,62.5,Easy
1946,Largest Number After Mutating Substring,35.7,Medium
1947,Maximum Compatibility Score Sum,62.0,Medium
1948,Delete Duplicate Folders in System,56.2,Hard
1949,Strong Friendship,54.4,Medium
1950,Maximum of Minimum Values in All Subarrays,49.7,Medium
1951,All the Pairs With the Maximum Number of Common Followers,68.9,Medium
1952,Three Divisors,60.7,Easy
1953,Maximum Number of Weeks for Which You Can Work,40.5,Medium
1954,Minimum Garden Perimeter to Collect Enough Apples,54.1,Medium
1955,Count Number of Special Subsequences,51.0,Hard
1956,Minimum Time For K Virus Variants to Spread,46.8,Hard
1957,Delete Characters to Make Fancy String,58.0,Easy
1958,Check if Move is Legal,47.7,Medium
1959,Minimum Total Space Wasted With K Resizing Operations,42.7,Medium
1960,Maximum Product of the Length of Two Palindromic Substrings,30.4,Hard
1961,Check If String Is a Prefix of Array,52.8,Easy
1962,Remove Stones to Minimize the Total,62.1,Medium
1963,Minimum Number of Swaps to Make the String Balanced,71.6,Medium
1964,Find the Longest Valid Obstacle Course at Each Position,63.0,Hard
1965,Employees With Missing Information,72.2,Easy
1966,Binary Searchable Numbers in an Unsorted Array,65.0,Medium
1967,Number of Strings That Appear as Substrings in Word,80.7,Easy
1968,Array With Elements Not Equal to Average of Neighbors,50.1,Medium
1969,Minimum Non-Zero Product of the Array Elements,35.5,Medium
1970,Last Day Where You Can Still Cross,61.9,Hard
1971,Find if Path Exists in Graph,54.3,Easy
1972,First and Last Call On the Same Day,50.1,Hard
1973,Count Nodes Equal to Sum of Descendants,76.9,Medium
1974,Minimum Time to Type Word Using Special Typewriter,75.1,Easy
1975,Maximum Matrix Sum,49.5,Medium
1976,Number of Ways to Arrive at Destination,28.0,Medium
1977,Number of Ways to Separate Numbers,20.7,Hard
1978,Employees Whose Manager Left the Company,47.8,Easy
1979,Find Greatest Common Divisor of Array,77.8,Easy
1980,Find Unique Binary String,74.6,Medium
1981,Minimize the Difference Between Target and Chosen Elements,34.3,Medium
1982,Find Array Given Subset Sums,48.9,Hard
1983,Widest Pair of Indices With Equal Range Sum,53.4,Medium
1984,Minimum Difference Between Highest and Lowest of K Scores,56.7,Easy
1985,Find the Kth Largest Integer in the Array,45.4,Medium
1986,Minimum Number of Work Sessions to Finish the Tasks,33.2,Medium
1987,Number of Unique Good Subsequences,52.3,Hard
1988,Find Cutoff Score for Each School,66.9,Medium
1989,Maximum Number of People That Can Be Caught in Tag,51.5,Medium
1990,Count the Number of Experiments,48.7,Medium
1991,Find the Middle Index in Array,67.4,Easy
1992,Find All Groups of Farmland,75.9,Medium
1993,Operations on Tree,45.7,Medium
1994,The Number of Good Subsets,34.9,Hard
1995,Count Special Quadruplets,61.2,Easy
1996,The Number of Weak Characters in the Game,43.9,Medium
1997,First Day Where You Have Been in All the Rooms,37.3,Medium
1998,GCD Sort of an Array,45.7,Hard
1999,Smallest Greater Multiple Made of Two Digits,49.4,Medium
2000,Reverse Prefix of Word,86.1,Easy
2001,Number of Pairs of Interchangeable Rectangles,49.5,Medium
2002,Maximum Product of the Length of Two Palindromic Subsequences,59.4,Medium
2003,Smallest Missing Genetic Value in Each Subtree,46.4,Hard
2004,The Number of Seniors and Juniors to Join the Company,42.8,Hard
2005,Subtree Removal Game with Fibonacci Tree,58.9,Hard
2006,Count Number of Pairs With Absolute Difference K,83.8,Easy
2007,Find Original Array From Doubled Array,40.5,Medium
2008,Maximum Earnings From Taxi,44.2,Medium
2009,Minimum Number of Operations to Make Array Continuous,52.8,Hard
2010,The Number of Seniors and Juniors to Join the Company II,62.0,Hard
2011,Final Value of Variable After Performing Operations,89.0,Easy
2012,Sum of Beauty in the Array,48.0,Medium
2013,Detect Squares,50.8,Medium
2014,Longest Subsequence Repeated k Times,55.5,Hard
2015,Average Height of Buildings in Each Segment,59.3,Medium
2016,Maximum Difference Between Increasing Elements,56.2,Easy
2017,Grid Game,45.5,Medium
2018,Check if Word Can Be Placed In Crossword,49.3,Medium
2019,The Score of Students Solving Math Expression,33.6,Hard
2020,Number of Accounts That Did Not Stream,71.6,Medium
2021,Brightest Position on Street,62.1,Medium
2022,Convert 1D Array Into 2D Array,61.3,Easy
2023,Number of Pairs of Strings With Concatenation Equal to Target,74.7,Medium
2024,Maximize the Confusion of an Exam,67.1,Medium
2025,Maximum Number of Ways to Partition an Array,33.9,Hard
2026,Low-Quality Problems,84.3,Easy
2027,Minimum Moves to Convert String,54.5,Easy
2028,Find Missing Observations,46.5,Medium
2029,Stone Game IX,28.2,Medium
2030,Smallest K-Length Subsequence With Occurrences of a Letter,39.1,Hard
2031,Count Subarrays With More Ones Than Zeros,52.3,Medium
2032,Two Out of Three,75.0,Easy
2033,Minimum Operations to Make a Uni-Value Grid,53.2,Medium
2034,Stock Price Fluctuation,48.5,Medium
2035,Partition Array Into Two Arrays to Minimize Sum Difference,20.2,Hard
2036,Maximum Alternating Subarray Sum,40.1,Medium
2037,Minimum Number of Moves to Seat Everyone,82.1,Easy
2038,Remove Colored Pieces if Both Neighbors are the Same Color,62.8,Medium
2039,The Time When the Network Becomes Idle,51.8,Medium
2040,Kth Smallest Product of Two Sorted Arrays,29.1,Hard
2041,Accepted Candidates From the Interviews,78.2,Medium
2042,Check if Numbers Are Ascending in a Sentence,69.4,Easy
2043,Simple Bank System,64.1,Medium
2044,Count Number of Maximum Bitwise-OR Subsets,77.4,Medium
2045,Second Minimum Time to Reach Destination,40.4,Hard
2046,Sort Linked List Already Sorted Using Absolute Values,67.1,Medium
2047,Number of Valid Words in a Sentence,29.0,Easy
2048,Next Greater Numerically Balanced Number,48.4,Medium
2049,Count Nodes With the Highest Score,49.4,Medium
2050,Parallel Courses III,67.4,Hard
2051,The Category of Each Member in the Store,69.9,Medium
2052,Minimum Cost to Separate Sentence Into Rows,49.3,Medium
2053,Kth Distinct String in an Array,72.8,Easy
2054,Two Best Non-Overlapping Events,46.5,Medium
2055,Plates Between Candles,44.5,Medium
2056,Number of Valid Move Combinations On Chessboard,52.8,Hard
2057,Smallest Index With Equal Value,72.7,Easy
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,58.3,Medium
2059,Minimum Operations to Convert Number,49.0,Medium
2060,Check if an Original String Exists Given Two Encoded Strings,43.5,Hard
2061,Number of Spaces Cleaning Robot Cleaned,62.3,Medium
2062,Count Vowel Substrings of a String,67.6,Easy
2063,Vowels of All Substrings,54.0,Medium
2064,Minimized Maximum of Products Distributed to Any Store,52.3,Medium
2065,Maximum Path Quality of a Graph,58.3,Hard
2066,Account Balance,82.0,Medium
2067,Number of Equal Count Substrings,47.3,Medium
2068,Check Whether Two Strings are Almost Equivalent,63.7,Easy
2069,Walking Robot Simulation II,24.8,Medium
2070,Most Beautiful Item for Each Query,49.5,Medium
2071,Maximum Number of Tasks You Can Assign,33.8,Hard
2072,The Winner University,73.6,Easy
2073,Time Needed to Buy Tickets,69.8,Easy
2074,Reverse Nodes in Even Length Groups,57.5,Medium
2075,Decode the Slanted Ciphertext,48.9,Medium
2076,Process Restricted Friend Requests,54.9,Hard
2077,Paths in Maze That Lead to Same Room,55.0,Medium
2078,Two Furthest Houses With Different Colors,66.1,Easy
2079,Watering Plants,79.6,Medium
2080,Range Frequency Queries,39.8,Medium
2081,Sum of k-Mirror Numbers,42.2,Hard
2082,The Number of Rich Customers,77.3,Easy
2083,Substrings That Begin and End With the Same Letter,68.5,Medium
2084,Drop Type 1 Orders for Customers With Type 0 Orders,86.5,Medium
2085,Count Common Words With One Occurrence,70.2,Easy
2086,Minimum Number of Food Buckets to Feed the Hamsters,45.8,Medium
2087,Minimum Cost Homecoming of a Robot in a Grid,50.9,Medium
2088,Count Fertile Pyramids in a Land,64.5,Hard
2089,Find Target Indices After Sorting Array,76.2,Easy
2090,K Radius Subarray Averages,46.3,Medium
2091,Removing Minimum and Maximum From Array,54.7,Medium
2092,Find All People With Secret,45.8,Hard
2093,Minimum Cost to Reach City With Discounts,56.0,Medium
2094,Finding 3-Digit Even Numbers,60.1,Easy
2095,Delete the Middle Node of a Linked List,58.9,Medium
2096,Step-By-Step Directions From a Binary Tree Node to Another,48.9,Medium
2097,Valid Arrangement of Pairs,43.0,Hard
2098,Subsequence of Size K With the Largest Even Sum,36.7,Medium
2099,Find Subsequence of Length K With the Largest Sum,43.5,Easy
2100,Find Good Days to Rob the Bank,49.6,Medium
2101,Detonate the Maximum Bombs,48.7,Medium
2102,Sequentially Ordinal Rank Tracker,64.7,Hard
2103,Rings and Rods,80.7,Easy
2104,Sum of Subarray Ranges,61.1,Medium
2105,Watering Plants II,48.4,Medium
2106,Maximum Fruits Harvested After at Most K Steps,36.2,Hard
2107,Number of Unique Flavors After Sharing K Candies,55.7,Medium
2108,Find First Palindromic String in the Array,83.9,Easy
2109,Adding Spaces to a String,58.6,Medium
2110,Number of Smooth Descent Periods of a Stock,58.9,Medium
2111,Minimum Operations to Make the Array K-Increasing,38.4,Hard
2112,The Airport With the Most Traffic,69.6,Medium
2113,Elements in Array After Removing and Replacing Elements,73.5,Medium
2114,Maximum Number of Words Found in Sentences,86.4,Easy
2115,Find All Possible Recipes from Given Supplies,49.7,Medium
2116,Check if a Parentheses String Can Be Valid,31.8,Medium
2117,Abbreviating the Product of a Range,26.1,Hard
2118,Build the Equation,55.3,Hard
2119,A Number After a Double Reversal,79.7,Easy
2120,Execution of All Suffix Instructions Staying in a Grid,82.5,Medium
2121,Intervals Between Identical Elements,44.1,Medium
2122,Recover the Original Array,38.9,Hard
2123,Minimum Operations to Remove Adjacent Ones in Matrix,40.9,Hard
2124,Check if All A's Appears Before All B's,71.4,Easy
2125,Number of Laser Beams in a Bank,85.7,Medium
2126,Destroying Asteroids,51.5,Medium
2127,Maximum Employees to Be Invited to a Meeting,37.0,Hard
2128,Remove All Ones With Row and Column Flips,76.3,Medium
2129,Capitalize the Title,64.2,Easy
2130,Maximum Twin Sum of a Linked List,80.9,Medium
2131,Longest Palindrome by Concatenating Two Letter Words,48.1,Medium
2132,Stamping the Grid,32.5,Hard
2133,Check if Every Row and Column Contains All Numbers,51.8,Easy
2134,Minimum Swaps to Group All 1's Together II,52.3,Medium
2135,Count Words Obtained After Adding a Letter,42.9,Medium
2136,Earliest Possible Day of Full Bloom,71.7,Hard
2137,Pour Water Between Buckets to Make Water Levels Equal,67.8,Medium
2138,Divide a String Into Groups of Size k,66.5,Easy
2139,Minimum Moves to Reach Target Score,50.3,Medium
2140,Solving Questions With Brainpower,55.0,Medium
2141,Maximum Running Time of N Computers,50.0,Hard
2142,The Number of Passengers in Each Bus I,48.0,Medium
2143,Choose Numbers From Two Arrays in Range,50.7,Hard
2144,Minimum Cost of Buying Candies With Discount,61.1,Easy
2145,Count the Hidden Sequences,38.0,Medium
2146,K Highest Ranked Items Within a Price Range,42.8,Medium
2147,Number of Ways to Divide a Long Corridor,49.5,Hard
2148,Count Elements With Strictly Smaller and Greater Elements,59.4,Easy
2149,Rearrange Array Elements by Sign,84.0,Medium
2150,Find All Lonely Numbers in the Array,60.7,Medium
2151,Maximum Good People Based on Statements,49.7,Hard
2152,Minimum Number of Lines to Cover Points,44.4,Medium
2153,The Number of Passengers in Each Bus II,40.1,Hard
2154,Keep Multiplying Found Values by Two,71.3,Easy
2155,All Divisions With the Highest Score of a Binary Array,64.1,Medium
2156,Find Substring With Given Hash Value,23.4,Hard
2157,Groups of Strings,26.0,Hard
2158,Amount of New Area Painted Each Day,55.2,Hard
2159,Order Two Columns Independently,60.0,Medium
2160,Minimum Sum of Four Digit Number After Splitting Digits,86.1,Easy
2161,Partition Array According to Given Pivot,84.8,Medium
2162,Minimum Cost to Set Cooking Time,41.0,Medium
2163,Minimum Difference in Sums After Removal of Elements,47.9,Hard
2164,Sort Even and Odd Indices Independently,62.6,Easy
2165,Smallest Value of the Rearranged Number,52.0,Medium
2166,Design Bitset,32.4,Medium
2167,Minimum Time to Remove All Cars Containing Illegal Goods,41.3,Hard
2168,Unique Substrings With Equal Digit Frequency,59.7,Medium
2169,Count Operations to Obtain Zero,74.3,Easy
2170,Minimum Operations to Make the Array Alternating,33.3,Medium
2171,Removing Minimum Number of Magic Beans,42.7,Medium
2172,Maximum AND Sum of Array,48.8,Hard
2173,Longest Winning Streak,52.3,Hard
2174,Remove All Ones With Row and Column Flips II,67.7,Medium
2175,The Change in Global Rankings,60.6,Medium
2176,Count Equal and Divisible Pairs in an Array,79.4,Easy
2177,Find Three Consecutive Integers That Sum to a Given Number,64.4,Medium
2178,Maximum Split of Positive Even Integers,59.2,Medium
2179,Count Good Triplets in an Array,40.8,Hard
2180,Count Integers With Even Digit Sum,66.9,Easy
2181,Merge Nodes in Between Zeros,85.7,Medium
2182,Construct String With Repeat Limit,53.9,Medium
2183,Count Array Pairs Divisible by K,29.5,Hard
2184,Number of Ways to Build Sturdy Brick Wall,49.6,Medium
2185,Counting Words With a Given Prefix,78.0,Easy
2186,Minimum Number of Steps to Make Two Strings Anagram II,72.5,Medium
2187,Minimum Time to Complete Trips,38.8,Medium
2188,Minimum Time to Finish the Race,41.5,Hard
2189,Number of Ways to Build House of Cards,63.4,Medium
2190,Most Frequent Number Following Key In an Array,58.9,Easy
2191,Sort the Jumbled Numbers,46.6,Medium
2192,All Ancestors of a Node in a Directed Acyclic Graph,52.1,Medium
2193,Minimum Number of Moves to Make Palindrome,50.9,Hard
2194,Cells in a Range on an Excel Sheet,83.9,Easy
2195,Append K Integers With Minimal Sum,25.3,Medium
2196,Create Binary Tree From Descriptions,72.5,Medium
2197,Replace Non-Coprime Numbers in Array,38.9,Hard
2198,Number of Single Divisor Triplets,55.3,Medium
2199,Finding the Topic of Each Post,48.5,Hard
2200,Find All K-Distant Indices in an Array,65.7,Easy
2201,Count Artifacts That Can Be Extracted,56.2,Medium
2202,Maximize the Topmost Element After K Moves,23.0,Medium
2203,Minimum Weighted Subgraph With the Required Paths,36.8,Hard
2204,Distance to a Cycle in Undirected Graph,69.3,Hard
2205,The Number of Users That Are Eligible for Discount,49.9,Easy
2206,Divide Array Into Equal Pairs,73.4,Easy
2207,Maximize Number of Subsequences in a String,34.5,Medium
2208,Minimum Operations to Halve Array Sum,46.5,Medium
2209,Minimum White Tiles After Covering With Carpets,36.2,Hard
2210,Count Hills and Valleys in an Array,60.4,Easy
2211,Count Collisions on a Road,43.7,Medium
2212,Maximum Points in an Archery Competition,49.9,Medium
2213,Longest Substring of One Repeating Character,32.0,Hard
2214,Minimum Health to Beat Game,57.7,Medium
2215,Find the Difference of Two Arrays,78.7,Easy
2216,Minimum Deletions to Make Array Beautiful,48.2,Medium
2217,Find Palindrome With Fixed Length,36.8,Medium
2218,Maximum Value of K Coins From Piles,60.6,Hard
2219,Maximum Sum Score of Array,62.2,Medium
2220,Minimum Bit Flips to Convert Number,84.1,Easy
2221,Find Triangular Sum of an Array,78.7,Medium
2222,Number of Ways to Select Buildings,50.6,Medium
2223,Sum of Scores of Built Strings,39.9,Hard
2224,Minimum Number of Operations to Convert Time,65.1,Easy
2225,Find Players With Zero or One Losses,73.5,Medium
2226,Maximum Candies Allocated to K Children,37.9,Medium
2227,Encrypt and Decrypt Strings,40.2,Hard
2228,Users With Two Purchases Within Seven Days,44.7,Medium
2229,Check if an Array Is Consecutive,61.4,Easy
2230,The Users That Are Eligible for Discount,49.8,Easy
2231,Largest Number After Digit Swaps by Parity,61.5,Easy
2232,Minimize Result by Adding Parentheses to Expression,67.3,Medium
2233,Maximum Product After K Increments,41.4,Medium
2234,Maximum Total Beauty of the Gardens,29.3,Hard
2235,Add Two Integers,87.7,Easy
2236,Root Equals Sum of Children,84.3,Easy
2237,Count Positions on Street With Required Brightness,63.8,Medium
2238,Number of Times a Driver Was a Passenger,70.9,Medium
2239,Find Closest Number to Zero,44.8,Easy
2240,Number of Ways to Buy Pens and Pencils,56.9,Medium
2241,Design an ATM Machine,41.3,Medium
2242,Maximum Score of a Node Sequence,38.3,Hard
2243,Calculate Digit Sum of a String,65.9,Easy
2244,Minimum Rounds to Complete All Tasks,62.9,Medium
2245,Maximum Trailing Zeros in a Cornered Path,35.9,Medium
2246,Longest Path With Different Adjacent Characters,54.6,Hard
2247,Maximum Cost of Trip With K Highways,49.4,Hard
2248,Intersection of Multiple Arrays,68.0,Easy
2249,Count Lattice Points Inside a Circle,52.5,Medium
2250,Count Number of Rectangles Containing Each Point,34.6,Medium
2251,Number of Flowers in Full Bloom,56.6,Hard
2252,Dynamic Pivoting of a Table,55.5,Hard
2253,Dynamic Unpivoting of a Table,68.0,Hard
2254,Design Video Sharing Platform,64.4,Hard
2255,Count Prefixes of a Given String,72.5,Easy
2256,Minimum Average Difference,43.1,Medium
2257,Count Unguarded Cells in the Grid,52.4,Medium
2258,Escape the Spreading Fire,35.1,Hard
2259,Remove Digit From Number to Maximize Result,45.2,Easy
2260,Minimum Consecutive Cards to Pick Up,51.2,Medium
2261,K Divisible Elements Subarrays,51.1,Medium
2262,Total Appeal of A String,55.6,Hard
2263,Make Array Non-decreasing or Non-increasing,65.5,Hard
2264,Largest 3-Same-Digit Number in String,69.0,Easy
2265,Count Nodes Equal to Average of Subtree,86.3,Medium
2266,Count Number of Texts,47.7,Medium
2267,Check if There Is a Valid Parentheses String Path,38.6,Hard
2268,Minimum Number of Keypresses,70.9,Medium
2269,Find the K-Beauty of a Number,59.6,Easy
2270,Number of Ways to Split Array,47.5,Medium
2271,Maximum White Tiles Covered by a Carpet,33.6,Medium
2272,Substring With Largest Variance,46.3,Hard
2273,Find Resultant Array After Removing Anagrams,58.0,Easy
2274,Maximum Consecutive Floors Without Special Floors,51.8,Medium
2275,Largest Combination With Bitwise AND Greater Than Zero,72.6,Medium
2276,Count Integers in Intervals,35.1,Hard
2277,Closest Node to Path in Tree,62.3,Hard
2278,Percentage of Letter in String,74.0,Easy
2279,Maximum Bags With Full Capacity of Rocks,67.5,Medium
2280,Minimum Lines to Represent a Line Chart,25.2,Medium
2281,Sum of Total Strength of Wizards,27.8,Hard
2282,Number of People That Can Be Seen in a Grid,48.4,Medium
2283,Check if Number Has Equal Digit Count and Digit Value,72.1,Easy
2284,Sender With Largest Word Count,56.7,Medium
2285,Maximum Total Importance of Roads,61.0,Medium
2286,Booking Concert Tickets in Groups,17.2,Hard
2287,Rearrange Characters to Make Target String,58.9,Easy
2288,Apply Discount to Prices,30.0,Medium
2289,Steps to Make Array Non-decreasing,21.8,Medium
2290,Minimum Obstacle Removal to Reach Corner,53.4,Hard
2291,Maximum Profit From Trading Stocks,45.3,Medium
2292,Products With Three or More Orders in Two Consecutive Years,39.1,Medium
2293,Min Max Game,63.0,Easy
2294,Partition Array Such That Maximum Difference Is K,73.5,Medium
2295,Replace Elements in an Array,57.9,Medium
2296,Design a Text Editor,44.4,Hard
2297,Jump Game VIII,46.0,Medium
2298,Tasks Count in the Weekend,81.1,Medium
2299,Strong Password Checker II,54.7,Easy
2300,Successful Pairs of Spells and Potions,42.8,Medium
2301,Match Substring After Replacement,40.8,Hard
2302,Count Subarrays With Score Less Than K,54.4,Hard
2303,Calculate Amount Paid in Taxes,65.4,Easy
2304,Minimum Path Cost in a Grid,66.5,Medium
2305,Fair Distribution of Cookies,69.3,Medium
2306,Naming a Company,46.5,Hard
2307,Check for Contradictions in Equations,42.8,Hard
2308,Arrange Table by Gender,68.5,Medium
2309,Greatest English Letter in Upper and Lower Case,69.7,Easy
2310,Sum of Numbers With Units Digit K,26.6,Medium
2311,Longest Binary Subsequence Less Than or Equal to K,37.8,Medium
2312,Selling Pieces of Wood,49.6,Hard
2313,Minimum Flips in Binary Tree to Get Result,59.6,Hard
2314,The First Day of the Maximum Recorded Degree in Each City,71.2,Medium
2315,Count Asterisks,82.2,Easy
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,49.4,Medium
2317,Maximum XOR After Operations,79.4,Medium
2318,Number of Distinct Roll Sequences,56.9,Hard
2319,Check if Matrix Is X-Matrix,65.2,Easy
2320,Count Number of Ways to Place Houses,41.7,Medium
2321,Maximum Score Of Spliced Array,56.6,Hard
2322,Minimum Score After Removals on a Tree,52.2,Hard
2323,Find Minimum Time to Finish All Jobs II,66.2,Medium
2324,Product Sales Analysis IV,73.6,Medium
2325,Decode the Message,84.0,Easy
2326,Spiral Matrix IV,75.1,Medium
2327,Number of People Aware of a Secret,45.5,Medium
2328,Number of Increasing Paths in a Grid,58.5,Hard
2329,Product Sales Analysis V,69.5,Easy
2330,Valid Palindrome IV,75.8,Medium
2331,Evaluate Boolean Binary Tree,83.0,Easy
2332,The Latest Time to Catch a Bus,26.7,Medium
2333,Minimum Sum of Squared Difference,25.4,Medium
2334,Subarray With Elements Greater Than Varying Threshold,42.8,Hard
2335,Minimum Amount of Time to Fill Cups,57.5,Easy
2336,Smallest Number in Infinite Set,71.8,Medium
2337,Move Pieces to Obtain a String,47.5,Medium
2338,Count the Number of Ideal Arrays,26.8,Hard
2339,All the Matches of the League,87.5,Easy
2340,Minimum Adjacent Swaps to Make a Valid Array,72.4,Medium
2341,Maximum Number of Pairs in Array,75.2,Easy
2342,Max Sum of a Pair With Equal Sum of Digits,54.8,Medium
2343,Query Kth Smallest Trimmed Number,43.8,Medium
2344,Minimum Deletions to Make Array Divisible,56.0,Hard
2345,Finding the Number of Visible Mountains,37.8,Medium
2346,Compute the Rank as a Percentage,33.5,Medium
2347,Best Poker Hand,60.4,Easy
2348,Number of Zero-Filled Subarrays,66.7,Medium
2349,Design a Number Container System,44.8,Medium
2350,Shortest Impossible Sequence of Rolls,68.4,Hard
2351,First Letter to Appear Twice,73.5,Easy
2352,Equal Row and Column Pairs,70.5,Medium
2353,Design a Food Rating System,45.2,Medium
2354,Number of Excellent Pairs,47.0,Hard
